GeoID,Sex,Cancer,Years,PopTot,Cases,AAIR,LCI,UCI,W_PopTot,W_Cases,W_AAIR,W_LCI,W_UCI,B_PopTot,B_Cases,B_AAIR,B_LCI,B_UCI,H_PopTot,H_Cases,H_AAIR,H_LCI,H_UCI,API_PopTot,API_Cases,API_AAIR,API_LCI,API_UCI,AIAN_PopTot,AIAN_Cases,AIAN_AAIR,AIAN_LCI,AIAN_UCI,GeoName,GeoType
US,Both,Stomach,05yrs,1635299861,125233,6.3,6.3,6.4,996790386,74154,5.1,5.1,5.1,216359258,19947,9.7,9.6,9.8,302941138,19869,9.3,9.1,9.4,105639160,9243,8.8,8.6,9,13569919,1034,7.8,7.4,8.4,United States,Nationwide
US,Female,Stomach,05yrs,824415567,49166,4.7,4.7,4.8,501619202,26383,3.5,3.4,3.5,112122675,8899,7.6,7.5,7.8,149180563,9076,7.8,7.7,8,54613297,3924,6.7,6.5,6.9,6879830,443,6.3,5.7,6.9,United States,Nationwide
US,Male,Stomach,05yrs,810884294,76067,8.3,8.3,8.4,495171184,47771,7,7,7.1,104236583,11048,12.8,12.5,13,153760575,10793,11.2,11,11.4,51025863,5319,11.5,11.2,11.8,6690089,591,9.8,9,10.7,United States,Nationwide
US,Both,Esoph,05yrs,1635299861,93556,4.5,4.5,4.6,996790386,76936,5.1,5.1,5.1,216359258,7513,3.4,3.3,3.5,302941138,5746,2.7,2.7,2.8,105639160,2288,2.1,2,2.2,13569919,663,4.7,4.4,5.1,United States,Nationwide
US,Female,Esoph,05yrs,824415567,19599,1.8,1.7,1.8,501619202,15219,1.9,1.8,1.9,112122675,2377,1.9,1.8,2,149180563,1175,1.1,1,1.1,54613297,590,1,0.9,1.1,6879830,147,2,1.6,2.3,United States,Nationwide
US,Male,Esoph,05yrs,810884294,73957,7.8,7.7,7.8,495171184,61717,8.8,8.7,8.8,104236583,5136,5.5,5.3,5.6,153760575,4571,4.7,4.6,4.9,51025863,1698,3.5,3.3,3.7,6690089,516,8,7.3,8.8,United States,Nationwide
US,Female,Ovary,05yrs,824415567,101342,10.1,10,10.1,501619202,72393,10.3,10.2,10.3,112122675,10075,8.5,8.3,8.7,149180563,12093,9.8,9.6,9.9,54613297,5355,9.1,8.8,9.3,6879830,751,10.6,9.9,11.4,United States,Nationwide
US,Female,Cervix,05yrs,824415567,64207,7.5,7.5,7.6,501619202,37467,7,7,7.1,112122675,9407,8.4,8.2,8.5,149180563,12432,9.6,9.4,9.7,54613297,3499,6,5.8,6.2,6879830,663,10.3,9.5,11.1,United States,Nationwide
US,Both,Larynx,05yrs,1635299861,60519,2.9,2.9,2.9,996790386,45600,3,3,3.1,216359258,8535,3.8,3.7,3.9,302941138,4452,2.1,2,2.2,105639160,1047,1,0.9,1,13569919,443,3.1,2.8,3.4,United States,Nationwide
US,Female,Larynx,05yrs,824415567,12488,1.1,1.1,1.2,501619202,9649,1.3,1.2,1.3,112122675,1831,1.4,1.4,1.5,149180563,693,0.6,0.5,0.6,54613297,137,0.2,0.2,0.3,6879830,100,1.3,1.1,1.6,United States,Nationwide
US,Male,Larynx,05yrs,810884294,48031,4.9,4.9,5,495171184,35951,5,5,5.1,104236583,6704,7,6.8,7.2,153760575,3759,4,3.8,4.1,51025863,910,1.9,1.8,2,6690089,343,5.2,4.6,5.8,United States,Nationwide
US,Male,Testis,05yrs,810884294,45261,5.7,5.7,5.8,495171184,31560,6.9,6.8,6.9,104236583,1587,1.6,1.5,1.6,153760575,9593,5.7,5.6,5.8,51025863,1210,2.2,2.1,2.3,6690089,407,6.2,5.6,6.8,United States,Nationwide
US,Both,HL,05yrs,1635299861,42507,2.5,2.5,2.5,996790386,28420,2.7,2.7,2.8,216359258,5612,2.6,2.5,2.7,302941138,6287,2.3,2.2,2.3,105639160,1429,1.3,1.2,1.4,13569919,243,1.8,1.5,2,United States,Nationwide
US,Female,HL,05yrs,824415567,19118,2.3,2.2,2.3,501619202,12713,2.5,2.4,2.5,112122675,2622,2.3,2.2,2.4,149180563,2795,2,1.9,2.1,54613297,666,1.2,1.1,1.3,6879830,111,1.6,1.3,1.9,United States,Nationwide
US,Male,HL,05yrs,810884294,23389,2.8,2.8,2.8,495171184,15707,3,2.9,3,104236583,2990,2.9,2.8,3,153760575,3492,2.6,2.5,2.7,51025863,763,1.5,1.4,1.6,6690089,132,2,1.7,2.4,United States,Nationwide
US,Both,Meso,05yrs,1635299861,14861,0.8,0.7,0.8,996790386,12346,0.8,0.8,0.9,216359258,751,0.4,0.4,0.4,302941138,1280,0.6,0.6,0.7,105639160,344,0.3,0.3,0.4,13569919,78,0.6,0.5,0.8,United States,Nationwide
US,Female,Meso,05yrs,824415567,4101,0.4,0.4,0.4,501619202,3224,0.4,0.4,0.4,112122675,267,0.2,0.2,0.3,149180563,432,0.4,0.3,0.4,54613297,131,0.2,0.2,0.3,6879830,27,0.4,0.3,0.6,United States,Nationwide
US,Male,Meso,05yrs,810884294,10760,1.3,1.2,1.3,495171184,9122,1.4,1.4,1.4,104236583,484,0.6,0.6,0.7,153760575,848,1,0.9,1.1,51025863,213,0.5,0.4,0.6,6690089,51,0.9,0.7,1.2,United States,Nationwide
US,Both,KS,05yrs,1635299861,5201,0.3,0.3,0.3,996790386,1943,0.2,0.2,0.2,216359258,1603,0.8,0.7,0.8,302941138,1255,0.5,0.5,0.5,105639160,147,0.1,0.1,0.2,13569919,36,0.3,0.2,0.4,United States,Nationwide
US,Female,KS,05yrs,824415567,482,0,0,0.1,501619202,200,0,0,0,112122675,138,0.1,0.1,0.1,149180563,107,0.1,0.1,0.1,54613297,,,,,6879830,,,,,United States,Nationwide
US,Male,KS,05yrs,810884294,4719,0.6,0.6,0.6,495171184,1743,0.3,0.3,0.3,104236583,1465,1.4,1.4,1.5,153760575,1148,0.9,0.9,1,51025863,137,0.3,0.2,0.3,6690089,34,0.5,0.4,0.8,United States,Nationwide
US,Both,AllSite,10yrs,3231959499,17180846,451.2,451,451.4,2003782010,13019866,469.4,469.1,469.7,423617318,1864086,459,458.3,459.7,579072723,1436966,354.8,354.2,355.4,198671190,577218,296.5,295.7,297.3,26816258,103441,409.1,406.5,411.7,United States,Nationwide
US,Female,AllSite,10yrs,1632600960,8469535,425.5,425.2,425.8,1010726682,6337762,445.7,445.3,446.1,219962238,919955,408.5,407.7,409.4,285315099,763736,347.1,346.3,347.9,102991295,324446,302,301,303.1,13605646,53915,401.7,398.3,405.3,United States,Nationwide
US,Male,AllSite,10yrs,1599358539,8711311,490.9,490.6,491.2,993055328,6682104,506.3,505.9,506.7,203655080,944131,534.8,533.6,535.9,293757624,673230,376,375,377,95679895,252772,295.8,294.7,297,13210612,49526,424.2,420.2,428.2,United States,Nationwide
US,Both,Lung,10yrs,3231959499,2208610,56.6,56.5,56.6,2003782010,1790940,60.9,60.9,61,423617318,232360,58.8,58.5,59,579072723,102069,29.3,29.1,29.5,198671190,63132,34,33.7,34.2,26816258,13831,56.1,55.2,57.1,United States,Nationwide
US,Female,Lung,10yrs,1632600960,1070107,50.5,50.4,50.6,1010726682,875526,55.7,55.6,55.8,219962238,106965,47.1,46.8,47.4,285315099,48517,24.8,24.6,25,102991295,29299,28.1,27.8,28.4,13605646,7028,52.3,51,53.5,United States,Nationwide
US,Male,Lung,10yrs,1599358539,1138503,64.6,64.5,64.7,993055328,915414,67.9,67.8,68.1,203655080,125395,75.8,75.4,76.3,293757624,53552,35.7,35.4,36,95679895,33833,41.7,41.3,42.2,13210612,6803,61.4,59.8,63,United States,Nationwide
US,Female,Breast,10yrs,1632600960,2518557,128.6,128.4,128.7,1010726682,1863295,134.2,134,134.4,219962238,290409,129,128.5,129.4,285315099,223109,99.4,99,99.8,102991295,111198,101.6,101,102.2,13605646,14556,107.1,105.3,108.9,United States,Nationwide
US,Male,Prostate,10yrs,1599358539,2105047,110.8,110.6,110.9,993055328,1507806,105,104.8,105.2,203655080,335829,179.8,179.2,180.5,293757624,153896,89.4,88.9,89.9,95679895,50240,58,57.5,58.5,13210612,9543,79.2,77.5,80.9,United States,Nationwide
US,Both,CRC,10yrs,3231959499,1422443,37.7,37.7,37.8,2003782010,1036981,37.7,37.7,37.8,423617318,172857,43.5,43.2,43.7,579072723,134143,33.8,33.6,34,198671190,57060,29.5,29.2,29.7,26816258,10509,42.1,41.2,42.9,United States,Nationwide
US,Female,CRC,10yrs,1632600960,673048,33.2,33.1,33.3,1010726682,490080,33.3,33.2,33.4,219962238,84914,37.9,37.7,38.2,285315099,61396,29,28.7,29.2,102991295,26840,25.3,25,25.6,13605646,4993,37.7,36.6,38.8,United States,Nationwide
US,Male,CRC,10yrs,1599358539,749395,43,42.9,43.1,993055328,546901,42.8,42.6,42.9,203655080,87943,51.2,50.8,51.6,293757624,72747,39.9,39.6,40.2,95679895,30220,34.6,34.2,35,13210612,5516,47.2,45.9,48.5,United States,Nationwide
US,Both,Urinary,10yrs,3231959499,757000,19.7,19.7,19.8,2003782010,649913,22.3,22.3,22.4,423617318,43969,11.7,11.6,11.9,579072723,37638,11,10.9,11.1,198671190,15101,8.4,8.2,8.5,26816258,2891,12.3,11.9,12.8,United States,Nationwide
US,Female,Urinary,10yrs,1632600960,179791,8.5,8.4,8.5,1010726682,149746,9.5,9.4,9.5,219962238,14130,6.5,6.4,6.6,285315099,9779,5.1,5,5.2,102991295,3650,3.6,3.5,3.7,13605646,720,5.5,5.1,6,United States,Nationwide
US,Male,Urinary,10yrs,1599358539,577209,34.2,34.1,34.3,993055328,500167,38.4,38.3,38.5,203655080,29839,19.7,19.4,19.9,293757624,27859,19,18.7,19.2,95679895,11451,14.7,14.4,15,13210612,2171,21,20.1,22,United States,Nationwide
US,Both,Mela,10yrs,3231959499,832332,22.4,22.4,22.5,2003782010,772686,29.4,29.3,29.4,423617318,3709,1,0.9,1,579072723,19475,4.7,4.7,4.8,198671190,2549,1.3,1.3,1.4,26816258,2214,9,8.6,9.4,United States,Nationwide
US,Female,Mela,10yrs,1632600960,341141,18,17.9,18,1010726682,311621,24.3,24.2,24.4,219962238,1983,0.9,0.9,0.9,285315099,10608,4.7,4.6,4.8,102991295,1295,1.2,1.1,1.3,13605646,986,7.5,7,8,United States,Nationwide
US,Male,Mela,10yrs,1599358539,491191,28.6,28.5,28.7,993055328,461065,36.3,36.2,36.4,203655080,1726,1.1,1,1.1,293757624,8867,5.1,4.9,5.2,95679895,1254,1.5,1.4,1.6,13210612,1228,11,10.3,11.7,United States,Nationwide
US,Both,Kidney,10yrs,3231959499,649955,17.1,17.1,17.2,2003782010,474281,17.3,17.3,17.4,423617318,77594,18.9,18.7,19,579072723,72337,17.4,17.2,17.5,198671190,15857,8.1,7.9,8.2,26816258,6340,24.4,23.8,25.1,United States,Nationwide
US,Female,Kidney,10yrs,1632600960,237321,11.9,11.8,11.9,1010726682,168686,11.8,11.8,11.9,219962238,30541,13.4,13.3,13.6,285315099,28723,13,12.9,13.2,102991295,5754,5.4,5.3,5.5,13605646,2452,17.9,17.2,18.6,United States,Nationwide
US,Male,Kidney,10yrs,1599358539,412634,23.1,23.1,23.2,993055328,305595,23.4,23.4,23.5,203655080,47053,25.9,25.6,26.1,293757624,43614,22.6,22.3,22.8,95679895,10103,11.3,11.1,11.6,13210612,3888,32.1,31,33.1,United States,Nationwide
US,Both,NHL,10yrs,3231959499,714340,19.1,19,19.1,2003782010,550983,20,19.9,20,423617318,57206,14.3,14.2,14.4,579072723,70473,17.7,17.5,17.8,198671190,25243,13.2,13,13.4,26816258,3598,14.6,14.1,15.1,United States,Nationwide
US,Female,NHL,10yrs,1632600960,320797,15.9,15.8,15.9,1010726682,244004,16.5,16.4,16.6,219962238,27127,12.2,12,12.3,285315099,33131,15.6,15.5,15.8,102991295,11681,11.1,10.9,11.3,13605646,1753,13.3,12.7,14,United States,Nationwide
US,Male,NHL,10yrs,1599358539,393543,23,22.9,23.1,993055328,306979,24.2,24.1,24.3,203655080,30079,17.1,16.9,17.3,293757624,37342,20.3,20.1,20.5,95679895,13562,15.9,15.6,16.2,13210612,1845,16.2,15.4,17,United States,Nationwide
US,Both,Leuks,10yrs,3231959499,532672,14.5,14.5,14.5,2003782010,411660,15.4,15.3,15.4,423617318,44023,11.2,11.1,11.3,579072723,52318,11.7,11.6,11.8,198671190,15419,8.1,8,8.3,26816258,2983,12,11.6,12.5,United States,Nationwide
US,Female,Leuks,10yrs,1632600960,221747,11.3,11.3,11.4,1010726682,167432,11.9,11.8,11.9,219962238,20460,9.3,9.2,9.4,285315099,23297,9.9,9.8,10,102991295,6655,6.5,6.3,6.6,13605646,1305,9.9,9.4,10.5,United States,Nationwide
US,Male,Leuks,10yrs,1599358539,310925,18.5,18.4,18.5,993055328,244228,19.7,19.6,19.7,203655080,23563,14,13.8,14.1,293757624,29021,13.9,13.7,14.1,95679895,8764,10.2,10,10.4,13210612,1678,14.6,13.8,15.3,United States,Nationwide
US,Female,Uterine,10yrs,1632600960,564681,27.4,27.3,27.5,1010726682,408283,27.7,27.6,27.8,219962238,67259,28.3,28.1,28.5,285315099,57942,25.3,25.1,25.5,102991295,23507,20.9,20.7,21.2,13605646,3556,25.5,24.6,26.3,United States,Nationwide
US,Both,Pancreas,10yrs,3231959499,512484,13.2,13.2,13.3,2003782010,383646,13.2,13.2,13.3,423617318,63297,16.2,16.1,16.4,579072723,42930,11.8,11.7,11.9,198671190,17786,9.6,9.5,9.8,26816258,2969,12.1,11.7,12.6,United States,Nationwide
US,Female,Pancreas,10yrs,1632600960,247369,11.7,11.7,11.7,1010726682,180510,11.4,11.4,11.5,219962238,33485,15,14.9,15.2,285315099,21795,11.1,10.9,11.2,102991295,9251,9,8.8,9.2,13605646,1473,11.2,10.7,11.9,United States,Nationwide
US,Male,Pancreas,10yrs,1599358539,265115,15.1,15,15.1,993055328,203136,15.3,15.2,15.3,203655080,29812,17.8,17.6,18,293757624,21135,12.7,12.5,12.9,95679895,8535,10.4,10.2,10.7,13210612,1496,13.1,12.4,13.8,United States,Nationwide
US,Both,Oral,10yrs,3231959499,464981,12,11.9,12,2003782010,374196,13.3,13.2,13.3,423617318,37390,8.8,8.8,8.9,579072723,29718,7.3,7.2,7.3,198671190,16537,8.3,8.1,8.4,26816258,2926,10.9,10.5,11.3,United States,Nationwide
US,Female,Oral,10yrs,1632600960,133376,6.6,6.5,6.6,1010726682,104018,7.1,7.1,7.2,219962238,11661,5.1,5,5.2,285315099,9638,4.5,4.4,4.5,102991295,5801,5.4,5.2,5.5,13605646,819,6,5.6,6.4,United States,Nationwide
US,Male,Oral,10yrs,1599358539,331605,18,18,18.1,993055328,270178,20,19.9,20.1,203655080,25729,13.7,13.5,13.9,293757624,20080,10.6,10.4,10.7,95679895,10736,11.8,11.5,12,13210612,2107,16.5,15.8,17.3,United States,Nationwide
US,Both,Thyroid,10yrs,3231959499,469000,13.8,13.7,13.8,2003782010,327237,14.7,14.6,14.8,423617318,35202,8.6,8.5,8.7,579072723,66836,13.4,13.3,13.5,198671190,30922,14.9,14.7,15.1,26816258,3202,12.5,12,12.9,United States,Nationwide
US,Female,Thyroid,10yrs,1632600960,347098,20.4,20.3,20.4,1010726682,234444,21.5,21.4,21.6,219962238,28308,12.8,12.7,13,285315099,53512,21.2,21,21.3,102991295,24072,21.9,21.6,22.1,13605646,2517,19.1,18.4,19.9,United States,Nationwide
